date,description,withdrawal,deposit,balance
2025-05-14,SUBSCRIPTION FEE,334.44,0.0,4665.56
2025-05-16,CASH DEPOSIT,0.0,2431.8,7097.36
2025-05-16,CHECK DEPOSIT,0.0,1429.81,8527.17
2025-05-16,CHECK DEPOSIT,0.0,3703.36,12230.53
2025-05-16,SUBSCRIPTION FEE,600.51,0.0,11630.02
2025-05-17,INSURANCE PREMIUM,1560.36,0.0,10069.66
2025-05-18,SUBSCRIPTION FEE,1402.91,0.0,8666.75
2025-05-20,SALARY DEPOSIT,0.0,4734.7,13401.45
2025-05-22,CASH DEPOSIT,0.0,366.56,13768.01
2025-05-22,"CHECK PAYMENT - Olson, Miller and Mayo",1650.73,0.0,12117.28
2025-05-22,INSURANCE PREMIUM,24.83,0.0,12092.45
2025-05-23,SUBSCRIPTION FEE,1500.19,0.0,10592.26
2025-05-24,CHECK DEPOSIT,0.0,4096.03,14688.29
2025-05-24,CASH DEPOSIT,0.0,2697.89,17386.18
2025-05-25,CHECK DEPOSIT,0.0,2658.64,20044.82
2025-05-25,INSURANCE PREMIUM,244.01,0.0,19800.81
2025-05-25,UTILITY BILL,1288.48,0.0,18512.33
2025-05-26,REFUND,0.0,3794.83,22307.16
2025-05-26,CHECK DEPOSIT,0.0,2019.15,24326.31
2025-05-26,CUSTOMER PAYMENT - Farley-Robles,0.0,2652.17,26978.48
2025-05-26,MORTGAGE PAYMENT - Anderson Ltd,209.93,0.0,26768.55
2025-05-28,INSURANCE PREMIUM,380.29,0.0,26388.26
2025-05-28,CHECK PAYMENT - Everett LLC,1678.89,0.0,24709.37
2025-05-28,DEBIT CARD PURCHASE - Elliott PLC,649.13,0.0,24060.24
2025-05-29,DIVIDEND PAYMENT - Bradley Group,0.0,1322.54,25382.78
2025-05-30,DEBIT CARD PURCHASE - Taylor-Silva,104.18,0.0,25278.6
2025-05-30,CHECK PAYMENT - Sims PLC,971.48,0.0,24307.12
2025-05-31,SUBSCRIPTION FEE,1736.14,0.0,22570.98
2025-05-31,REFUND,0.0,3252.36,25823.34
2025-05-31,SUBSCRIPTION FEE,245.92,0.0,25577.42
2025-06-01,LOAN PROCEEDS,0.0,3687.53,29264.95
2025-06-01,CHECK PAYMENT - Roberts Inc,250.27,0.0,29014.68
2025-06-01,CHECK DEPOSIT,0.0,142.83,29157.51
2025-06-02,CHECK DEPOSIT,0.0,4561.15,33718.66
2025-06-02,ATM WITHDRAWAL,1845.45,0.0,31873.21
2025-06-03,CASH DEPOSIT,0.0,1054.31,32927.52
2025-06-03,SALARY DEPOSIT,0.0,732.47,33659.99
2025-06-04,INSURANCE PREMIUM,1717.75,0.0,31942.24
2025-06-05,TRANSFER TO SAVINGS,614.84,0.0,31327.4
2025-06-05,TRANSFER FROM SAVINGS,0.0,1942.72,33270.12
2025-06-05,ATM WITHDRAWAL,1940.65,0.0,31329.47
2025-06-07,"CREDIT CARD PAYMENT - Allison, Chavez and Stewart",1421.28,0.0,29908.19
2025-06-08,ATM WITHDRAWAL,1740.74,0.0,28167.45
2025-06-08,CHECK DEPOSIT,0.0,3799.83,31967.28
2025-06-08,CASH DEPOSIT,0.0,2107.41,34074.69
2025-06-09,ATM WITHDRAWAL,1868.04,0.0,32206.65
2025-06-10,CUSTOMER PAYMENT - Lozano-Long,0.0,1738.64,33945.29
2025-06-10,INTEREST PAYMENT - Holmes-Smith,0.0,4545.54,38490.83
2025-06-11,TRANSFER TO SAVINGS,1139.85,0.0,37350.98
2025-06-11,CHECK DEPOSIT,0.0,2793.78,40144.76
