transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-07-20,2025-07-22,REF-246669,Especially public statement newspaper arrive sister.,0.0,7151.54,2000,Accounts Payable
2025-06-22,2025-06-22,REF-139351,Indeed marriage bank century wish add.,0.0,937.15,4020,Utilities Expense
2025-06-29,2025-07-04,REF-22018,Become Mrs sometimes.,7335.46,0.0,4010,Rent Expense
2025-06-25,2025-06-26,REF-127972,Manage firm reach term prove along watch soon.,2331.54,0.0,1020,Inventory
2025-06-27,2025-07-02,REF-122391,End free force general blue drop these Congress.,4753.53,0.0,5000,Purchases
2025-07-03,2025-07-05,REF-563330,Sort arrive cell discuss create middle home.,5455.48,0.0,1020,Inventory
2025-07-03,2025-07-07,REF-532069,Safe probably free itself page cultural administration.,2531.86,0.0,5000,Purchases
2025-07-02,2025-07-03,REF-46201,Clear author popular several poor act.,9203.79,0.0,3000,Revenue
2025-07-05,2025-07-08,REF-901933,Accept week better deal evening.,0.0,7465.42,2000,Accounts Payable
2025-06-27,2025-06-28,REF-821316,Seem senior student coach.,0.0,2155.14,1010,Accounts Receivable
2025-07-06,2025-07-07,REF-792419,Design modern effort group turn create.,0.0,6711.46,4030,Salaries Expense
2025-06-23,2025-06-27,REF-850849,Operation left apply day beyond.,0.0,6311.25,4010,Rent Expense
2025-06-23,2025-06-28,REF-184192,Community entire anyone girl customer manager.,0.0,5934.84,4010,Rent Expense
2025-07-01,2025-07-05,REF-885969,Begin window compare make important least assume.,6349.15,0.0,1010,Accounts Receivable
2025-06-27,2025-06-29,REF-183187,Rest interview never cut.,6944.23,0.0,2000,Accounts Payable
2025-07-21,2025-07-22,REF-753525,Suddenly without civil end growth.,0.0,7204.53,5000,Purchases
2025-07-01,2025-07-02,REF-931807,Democrat many build democratic.,3738.89,0.0,1010,Accounts Receivable
2025-07-05,2025-07-07,REF-653978,Deep on teacher issue thing without four.,5471.32,0.0,4000,Expenses
2025-07-02,2025-07-06,REF-643192,Quickly decide movement toward high much.,0.0,9225.34,1010,Accounts Receivable
2025-07-21,2025-07-25,REF-215769,Purpose song high make painting.,782.81,0.0,3000,Revenue
2025-07-14,2025-07-15,REF-920335,Away on wide career see.,0.0,8942.16,5000,Purchases
2025-07-08,2025-07-08,REF-185448,Point artist huge brother vote.,0.0,6510.46,4000,Expenses
2025-06-26,2025-06-27,REF-633882,Too machine season lead.,7827.65,0.0,2000,Accounts Payable
