transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-05-25,2025-05-29,REF-894549,Lawyer PM laugh smile.,4335.32,0.0,4000,Expenses
2025-05-16,2025-05-18,REF-438343,Indicate well occur almost hear should.,2516.87,0.0,3000,Revenue
2025-05-28,2025-05-28,REF-153135,See election discussion.,0.0,2620.2,4000,Expenses
2025-05-16,2025-05-21,REF-206022,Industry American class story.,0.0,951.58,1010,Accounts Receivable
2025-05-22,2025-05-27,REF-328906,Assume style kitchen deal such level out woman.,0.0,6261.81,4030,Salaries Expense
2025-06-03,2025-06-04,REF-234221,Expect unit door ask.,1524.67,0.0,4020,Utilities Expense
2025-05-14,2025-05-16,REF-397554,End others own hospital.,6786.69,0.0,4000,Expenses
2025-05-22,2025-05-25,REF-387408,Himself air mind though movie year list.,4034.33,0.0,4020,Utilities Expense
2025-05-13,2025-05-17,REF-78268,Mr design because require.,0.0,7869.66,2000,Accounts Payable
2025-05-24,2025-05-25,REF-555064,Store thus accept fish suffer onto care time.,938.19,0.0,4030,Salaries Expense
2025-05-23,2025-05-25,REF-851082,Opportunity trip avoid mean.,5736.09,0.0,5000,Purchases
2025-05-17,2025-05-22,REF-642023,Store including serve.,0.0,3626.65,3000,Revenue
2025-05-18,2025-05-23,REF-443481,Light subject think detail.,0.0,7169.88,3000,Revenue
2025-05-27,2025-05-30,REF-877459,Nor she low perhaps let citizen bill long.,4678.55,0.0,1020,Inventory
2025-05-19,2025-05-22,REF-984485,Scene school real challenge.,7442.1,0.0,3000,Revenue
2025-06-08,2025-06-13,REF-240899,Decision indeed daughter citizen school her chair.,9004.46,0.0,1000,Cash
2025-05-22,2025-05-22,REF-880643,Include attack management party as on tree.,0.0,8944.21,2000,Accounts Payable
2025-06-03,2025-06-08,REF-330476,Three somebody coach interview must citizen item.,0.0,8924.78,2000,Accounts Payable
2025-05-20,2025-05-23,REF-248466,Along realize election.,0.0,6485.15,1020,Inventory
2025-05-28,2025-05-30,REF-780483,Wind herself girl force need.,0.0,4233.46,1010,Accounts Receivable
2025-06-04,2025-06-05,REF-469819,Would culture material effect as school.,1276.04,0.0,4020,Utilities Expense
2025-05-15,2025-05-17,REF-418,Suddenly forward message senior nice itself.,0.0,6108.15,4010,Rent Expense
2025-06-05,2025-06-08,REF-587333,Senior its professor certainly prevent design.,9291.79,0.0,4020,Utilities Expense
2025-05-16,2025-05-21,REF-247492,Campaign authority different determine stand.,6971.3,0.0,4020,Utilities Expense
2025-05-23,2025-05-26,REF-706062,Decide instead fear analysis.,6789.41,0.0,4000,Expenses
2025-06-11,2025-06-16,REF-21074,Pass where heavy usually owner son management both.,0.0,5407.3,4020,Utilities Expense
2025-05-20,2025-05-20,REF-869029,Skin stand want city perform dinner skill.,0.0,2892.17,3000,Revenue
2025-05-18,2025-05-23,REF-798192,I herself tonight score light.,1697.82,0.0,4030,Salaries Expense
2025-05-29,2025-06-01,REF-439663,Part civil concern black election remember.,7420.19,0.0,5000,Purchases
2025-05-23,2025-05-24,REF-24938,Successful baby leader religious.,1177.84,0.0,1010,Accounts Receivable
2025-05-16,2025-05-19,REF-647135,Without push professor hand smile statement second loss.,7512.73,0.0,4030,Salaries Expense
2025-05-14,2025-05-14,REF-29991,Ahead conference ask history.,0.0,5094.2,2000,Accounts Payable
2025-06-12,2025-06-12,REF-945010,To under name town.,0.0,6629.68,3000,Revenue
2025-06-05,2025-06-05,REF-104340,Mind total control month their amount.,951.46,0.0,3000,Revenue
