transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-05-28,2025-06-02,REF-622276,Interesting rich party design away about other.,5278.34,0.0,4000,Expenses
2025-05-25,2025-05-25,REF-590770,President low success guy.,0.0,3986.55,1020,Inventory
2025-05-15,2025-05-20,REF-602466,College bring sport admit within specific.,0.0,2685.62,1000,Cash
2025-06-10,2025-06-11,REF-413597,Large technology decade as environment.,9395.15,0.0,1020,Inventory
2025-06-10,2025-06-12,REF-601522,Option fast will.,5926.89,0.0,1010,Accounts Receivable
2025-06-04,2025-06-09,REF-552297,Analysis woman oil.,0.0,1952.39,5000,Purchases
2025-05-20,2025-05-23,REF-119340,Watch night deep cold.,7938.47,0.0,4010,Rent Expense
2025-05-26,2025-05-29,REF-33078,Store player deal join stand.,0.0,1502.2,1010,Accounts Receivable
2025-06-07,2025-06-08,REF-325717,Administration right often cost.,0.0,6484.54,5000,Purchases
2025-06-07,2025-06-10,REF-141104,Prepare black always program establish different present.,3561.27,0.0,4020,Utilities Expense
2025-05-21,2025-05-23,REF-150765,Type behind imagine hundred Congress.,0.0,2881.62,2000,Accounts Payable
2025-06-08,2025-06-10,REF-523874,Game keep across somebody.,1561.7,0.0,2000,Accounts Payable
2025-05-30,2025-06-02,REF-461909,Happen down business report according risk.,0.0,4948.5,4010,Rent Expense
2025-06-01,2025-06-06,REF-361461,Long agree dinner weight interview always firm sign.,7150.33,0.0,3000,Revenue
2025-05-30,2025-05-31,REF-20459,Future experience coach city.,1013.42,0.0,4020,Utilities Expense
2025-06-02,2025-06-02,REF-348147,Day claim trade minute charge sell card.,0.0,3488.41,3000,Revenue
2025-05-22,2025-05-26,REF-856373,Doctor wear address nice of.,0.0,7269.74,5000,Purchases
2025-05-30,2025-06-01,REF-485095,Center born often professional.,0.0,8280.02,4020,Utilities Expense
2025-05-14,2025-05-15,REF-255185,Operation it why attack hospital safe.,2491.36,0.0,4020,Utilities Expense
2025-06-07,2025-06-11,REF-899268,Bag doctor discuss bag.,2695.09,0.0,3000,Revenue
2025-05-22,2025-05-23,REF-233086,Education security who physical.,0.0,9327.07,1010,Accounts Receivable
2025-06-04,2025-06-09,REF-487145,Film recognize require ask program character.,0.0,4985.9,1020,Inventory
2025-05-31,2025-06-05,REF-256920,Sport officer good truth stand bank.,218.12,0.0,1010,Accounts Receivable
