transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-05-15,2025-05-20,REF-357642,Support charge case soon fill your everyone analysis.,0.0,6749.07,3000,Revenue
2025-05-26,2025-05-28,REF-606474,Soon minute newspaper as individual.,5869.42,0.0,4010,Rent Expense
2025-05-24,2025-05-27,REF-480529,Parent serious fall local.,6134.55,0.0,1020,Inventory
2025-05-29,2025-06-03,REF-489844,Weight shake page central.,0.0,3261.33,4030,Salaries Expense
2025-05-29,2025-06-03,REF-867600,Health remain society.,0.0,6821.66,4010,Rent Expense
2025-06-08,2025-06-13,REF-574264,Mention fast learn account question however performance.,0.0,8536.75,1020,Inventory
2025-05-16,2025-05-16,REF-418169,Special up measure north energy interview material.,0.0,6803.68,5000,Purchases
2025-06-09,2025-06-10,REF-172910,Clearly each small head later impact indicate.,2602.92,0.0,1020,Inventory
2025-06-11,2025-06-15,REF-776938,Carry pressure field either stop pull detail experience.,0.0,9665.74,4030,Salaries Expense
2025-05-19,2025-05-20,REF-661455,Chair along president media source mission the.,0.0,7513.49,2000,Accounts Payable
2025-05-24,2025-05-25,REF-435074,Require customer respond four.,0.0,2333.54,3000,Revenue
2025-06-01,2025-06-02,REF-332520,Those learn data follow necessary other sometimes.,8947.87,0.0,4030,Salaries Expense
2025-05-16,2025-05-20,REF-13446,Step mission somebody budget brother.,5669.7,0.0,4010,Rent Expense
2025-05-23,2025-05-23,REF-285393,Animal heavy job suffer.,2615.91,0.0,4020,Utilities Expense
2025-06-03,2025-06-07,REF-297325,Save by either child include.,0.0,8642.06,4020,Utilities Expense
2025-05-24,2025-05-26,REF-40895,Of ten type go.,2137.06,0.0,4020,Utilities Expense
2025-06-06,2025-06-07,REF-946157,Same research security which.,0.0,1152.76,5000,Purchases
2025-06-10,2025-06-14,REF-958479,Budget study staff.,0.0,9692.25,1020,Inventory
2025-05-23,2025-05-26,REF-851935,Generation officer find fear.,1190.82,0.0,1020,Inventory
2025-06-08,2025-06-11,REF-335039,Give tree yet game attention over.,2591.26,0.0,1000,Cash
2025-05-28,2025-05-29,REF-2031,Practice once much stage.,0.0,8284.94,1010,Accounts Receivable
2025-05-22,2025-05-26,REF-413609,Growth ten car.,3149.48,0.0,1020,Inventory
2025-05-23,2025-05-26,REF-700054,Create partner nearly sport medical appear.,0.0,2262.34,2000,Accounts Payable
2025-05-21,2025-05-26,REF-376555,Generation newspaper budget role senior street.,3020.74,0.0,4020,Utilities Expense
2025-05-17,2025-05-19,REF-515403,Without election box nor sing according never light.,0.0,8604.46,4030,Salaries Expense
2025-05-17,2025-05-19,REF-798101,Make audience order position church listen.,0.0,5260.98,4010,Rent Expense
2025-06-09,2025-06-09,REF-455750,Color left president avoid enough.,0.0,275.35,4030,Salaries Expense
2025-06-10,2025-06-15,REF-918180,Then development choose between food general federal.,3088.54,0.0,5000,Purchases
2025-06-07,2025-06-07,REF-174272,Worry us head not put agent.,7116.16,0.0,1020,Inventory
2025-06-09,2025-06-12,REF-199268,Medical involve from here provide.,4622.34,0.0,1000,Cash
2025-06-05,2025-06-05,REF-268129,Indeed gun pressure whatever we water.,0.0,372.76,1000,Cash
2025-05-27,2025-05-28,REF-194074,This fall full owner fly.,3691.48,0.0,4000,Expenses
2025-06-01,2025-06-02,REF-84878,Remain vote among radio leader beyond.,2426.41,0.0,1020,Inventory
2025-06-01,2025-06-04,REF-431234,Again evening language successful everyone.,0.0,4429.66,1010,Accounts Receivable
2025-06-04,2025-06-08,REF-23933,Page camera in under.,0.0,1454.77,3000,Revenue
2025-05-22,2025-05-24,REF-781085,Try instead partner house market.,0.0,5580.94,3000,Revenue
2025-05-20,2025-05-22,REF-84712,Peace good later cause sea figure.,0.0,4931.24,4020,Utilities Expense
2025-05-23,2025-05-28,REF-856154,Particular movie build involve.,0.0,9987.62,3000,Revenue
2025-06-10,2025-06-10,REF-445775,Discussion author under room chair before other.,5469.89,0.0,1000,Cash
2025-05-23,2025-05-25,REF-472001,Girl eight institution without plan.,0.0,2552.19,1000,Cash
2025-06-05,2025-06-07,REF-4052,Church number street law.,6046.12,0.0,3000,Revenue
2025-06-02,2025-06-03,REF-730938,For own many at.,8976.25,0.0,1000,Cash
2025-06-06,2025-06-06,REF-776058,Including continue often team base.,5491.01,0.0,2000,Accounts Payable
2025-05-18,2025-05-22,REF-874984,Government perform agree citizen seat.,0.0,5556.35,1010,Accounts Receivable
2025-05-20,2025-05-20,REF-65867,Raise more second face air cup.,3987.39,0.0,2000,Accounts Payable
2025-06-06,2025-06-06,REF-209188,Them early security boy.,0.0,6621.89,1000,Cash
2025-05-21,2025-05-23,REF-423290,Authority whom never.,0.0,7694.89,4020,Utilities Expense
2025-06-02,2025-06-07,REF-513350,Wonder notice through.,0.0,2651.44,4030,Salaries Expense
2025-06-06,2025-06-08,REF-836039,Behavior claim baby bar.,0.0,2697.69,2000,Accounts Payable
2025-06-12,2025-06-16,REF-363705,Congress hotel doctor.,0.0,6425.14,1000,Cash
2025-05-28,2025-05-31,REF-305207,Throw great one.,0.0,2424.68,1020,Inventory
2025-06-12,2025-06-17,REF-911869,Become hand artist public stuff special.,963.79,0.0,3000,Revenue
2025-05-22,2025-05-22,REF-891862,On light but its season follow.,0.0,5375.33,4000,Expenses
2025-05-17,2025-05-17,REF-85668,North side kid woman return.,9146.76,0.0,1020,Inventory
2025-05-15,2025-05-20,REF-238105,Party strategy management dream.,304.7,0.0,2000,Accounts Payable
2025-05-18,2025-05-21,REF-493137,Season forward professional realize partner turn.,0.0,9482.83,2000,Accounts Payable
2025-05-14,2025-05-17,REF-807619,Could already usually.,1746.71,0.0,2000,Accounts Payable
2025-05-27,2025-06-01,REF-745477,Black student identify writer person.,6929.2,0.0,5000,Purchases
2025-05-31,2025-06-05,REF-360844,Meet court sister.,3788.61,0.0,4020,Utilities Expense
2025-05-24,2025-05-29,REF-741913,Student increase itself skin purpose up.,6350.4,0.0,4000,Expenses
2025-05-30,2025-05-30,REF-83750,Exactly avoid nature director performance human TV.,0.0,6384.13,1010,Accounts Receivable
2025-06-07,2025-06-08,REF-769023,Offer test probably time after listen including another.,0.0,5929.57,4030,Salaries Expense
2025-05-17,2025-05-17,REF-544848,Beat fire theory nature road animal laugh firm.,2584.05,0.0,4000,Expenses
2025-05-15,2025-05-19,REF-502567,Film government forward the maybe night your.,4233.94,0.0,4020,Utilities Expense
2025-05-25,2025-05-26,REF-457942,Method top air rate hard tax.,3185.26,0.0,4030,Salaries Expense
2025-05-15,2025-05-17,REF-585222,Half president out street board color expert.,8186.95,0.0,1000,Cash
2025-05-14,2025-05-17,REF-403907,Something age morning land hand.,0.0,9137.64,5000,Purchases
2025-05-13,2025-05-14,REF-9253,Exactly effect address father need.,0.0,6659.0,1000,Cash
2025-05-30,2025-06-03,REF-522851,Change high country consider.,0.0,3357.03,4020,Utilities Expense
