transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-06-09,2025-06-09,REF-895663,Happy brother set finally argue.,0.0,6266.74,4020,Utilities Expense
2025-05-21,2025-05-21,REF-927157,These finally maybe hundred explain we administration.,0.0,7575.8,4010,Rent Expense
2025-06-05,2025-06-10,REF-542838,Health politics fall risk guess.,555.99,0.0,3000,Revenue
2025-05-24,2025-05-29,REF-23955,Feeling down huge word.,2496.06,0.0,2000,Accounts Payable
2025-05-18,2025-05-22,REF-499292,College instead positive reflect party.,0.0,8667.0,1000,Cash
2025-05-16,2025-05-16,REF-444536,Pick give crime newspaper order.,7796.4,0.0,2000,Accounts Payable
2025-06-04,2025-06-04,REF-602124,Year term whose either leave feel mother bill.,0.0,6102.59,1000,Cash
2025-05-22,2025-05-22,REF-525842,Attorney case affect affect explain show just.,0.0,6487.84,3000,Revenue
2025-06-02,2025-06-02,REF-918898,Today skin through very card.,7527.47,0.0,4010,Rent Expense
2025-06-06,2025-06-11,REF-446274,Environmental item brother true.,4244.22,0.0,1020,Inventory
2025-06-06,2025-06-10,REF-151116,Today many experience read executive there.,0.0,79.42,5000,Purchases
2025-05-26,2025-05-26,REF-570769,Fly tend eight their.,3066.38,0.0,3000,Revenue
2025-05-14,2025-05-19,REF-570341,Especially happen yes group expect.,0.0,6043.25,3000,Revenue
2025-06-07,2025-06-09,REF-645625,Hold himself strong let.,1805.61,0.0,4000,Expenses
2025-05-18,2025-05-19,REF-971718,City compare sometimes admit significant.,2387.45,0.0,4020,Utilities Expense
2025-05-27,2025-05-29,REF-970195,Can wide national.,7968.6,0.0,4020,Utilities Expense
2025-05-20,2025-05-23,REF-925961,Thing nothing occur and do behavior American color.,0.0,3154.87,2000,Accounts Payable
2025-05-26,2025-05-30,REF-628934,Operation happy they these.,0.0,6168.69,4000,Expenses
2025-06-05,2025-06-08,REF-726133,Every give around full someone this authority.,0.0,5011.71,4020,Utilities Expense
2025-05-31,2025-06-01,REF-368562,Assume inside phone at eye.,0.0,8862.17,4030,Salaries Expense
2025-06-01,2025-06-05,REF-664458,Voice though civil.,6453.23,0.0,1010,Accounts Receivable
2025-06-09,2025-06-09,REF-302166,Stay cold six wear turn.,1408.74,0.0,4000,Expenses
2025-05-29,2025-05-30,REF-969730,Hear suggest sister service.,4556.05,0.0,4020,Utilities Expense
2025-05-31,2025-06-04,REF-579760,Mission pay behind past avoid care option think.,0.0,9153.13,2000,Accounts Payable
2025-05-18,2025-05-23,REF-415407,This myself but enter attack.,0.0,6484.08,2000,Accounts Payable
2025-05-27,2025-05-30,REF-975952,Check place see put recognize focus.,0.0,8081.63,4020,Utilities Expense
2025-05-18,2025-05-23,REF-969077,Management number establish.,0.0,5050.66,1010,Accounts Receivable
2025-05-24,2025-05-26,REF-844483,Society service eye free.,3059.43,0.0,4020,Utilities Expense
2025-05-14,2025-05-14,REF-781034,Note million peace.,0.0,4052.08,1000,Cash
2025-05-18,2025-05-23,REF-241309,Trip better pressure spring size short option by.,5621.02,0.0,4030,Salaries Expense
2025-06-05,2025-06-08,REF-983565,Improve or group believe.,3850.55,0.0,4000,Expenses
2025-06-01,2025-06-05,REF-725610,Quality newspaper recently reduce.,1638.64,0.0,2000,Accounts Payable
2025-05-21,2025-05-25,REF-346380,Include war enjoy.,5660.27,0.0,5000,Purchases
2025-06-05,2025-06-10,REF-785639,Candidate interesting clear hit simple take budget.,0.0,721.57,5000,Purchases
2025-06-10,2025-06-12,REF-732247,Current arm tell far still because.,0.0,8531.46,5000,Purchases
2025-05-25,2025-05-27,REF-381630,Anything ask maybe between board where.,0.0,7594.71,4010,Rent Expense
2025-05-22,2025-05-27,REF-433972,Doctor network party pressure certain town.,0.0,8949.02,3000,Revenue
2025-06-06,2025-06-06,REF-346214,Likely represent sit your Democrat record.,9466.83,0.0,1000,Cash
2025-06-01,2025-06-02,REF-337823,Beautiful entire do practice civil make.,567.73,0.0,4000,Expenses
2025-06-12,2025-06-13,REF-18754,Newspaper position ok street responsibility arrive about.,9731.39,0.0,1020,Inventory
2025-05-29,2025-06-01,REF-897149,These rate value language with.,1080.22,0.0,4030,Salaries Expense
2025-06-04,2025-06-06,REF-963680,Fight exactly drug model left less realize.,9004.02,0.0,4030,Salaries Expense
2025-05-18,2025-05-22,REF-287469,Project full technology right officer.,6723.94,0.0,4030,Salaries Expense
2025-05-20,2025-05-25,REF-176609,Thought support news discussion sure own girl.,3112.74,0.0,4030,Salaries Expense
2025-05-24,2025-05-27,REF-515221,Effect move detail lead last education consumer.,0.0,4407.58,4010,Rent Expense
2025-06-11,2025-06-13,REF-268649,Floor feel factor find.,1677.15,0.0,2000,Accounts Payable
2025-06-02,2025-06-03,REF-484170,When throughout recognize message huge.,8986.01,0.0,4030,Salaries Expense
2025-05-31,2025-06-05,REF-762221,Training care class.,3228.87,0.0,4010,Rent Expense
2025-05-26,2025-05-31,REF-146484,These us able might able home outside.,1436.11,0.0,1010,Accounts Receivable
2025-06-10,2025-06-11,REF-919786,Start old agree them three oil I.,6178.2,0.0,1010,Accounts Receivable
