transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-05-19,2025-05-23,REF-676162,Take unit different value voice short.,0.0,1480.11,1010,Accounts Receivable
2025-05-20,2025-05-23,REF-743918,Term crime way never either together floor statement.,0.0,2982.45,5000,Purchases
2025-06-03,2025-06-04,REF-826040,Political low opportunity computer.,0.0,4688.7,4010,Rent Expense
2025-05-21,2025-05-22,REF-576866,Military sit huge receive personal prevent rise.,0.0,878.89,4020,Utilities Expense
2025-06-07,2025-06-12,REF-562687,Support dog peace plan morning a.,0.0,9861.5,5000,Purchases
2025-06-05,2025-06-09,REF-927059,Cell clearly for bring.,0.0,4155.78,4000,Expenses
2025-06-06,2025-06-08,REF-733353,Industry learn another ever.,0.0,9635.1,5000,Purchases
2025-06-10,2025-06-13,REF-921994,Agree less pull machine win.,0.0,4428.8,4030,Salaries Expense
2025-05-14,2025-05-19,REF-490729,Station since course if save.,0.0,7708.53,4010,Rent Expense
2025-05-25,2025-05-27,REF-991661,Such step of fill crime seven teacher.,6623.55,0.0,4010,Rent Expense
2025-05-25,2025-05-26,REF-311464,Sort peace follow.,0.0,7720.18,1000,Cash
2025-06-02,2025-06-04,REF-435959,Skin teacher institution.,0.0,8697.15,1020,Inventory
2025-06-03,2025-06-08,REF-339627,Magazine claim major ahead sure crime.,1373.71,0.0,5000,Purchases
2025-05-15,2025-05-15,REF-43180,Choose less go civil boy.,7772.94,0.0,4000,Expenses
2025-06-07,2025-06-10,REF-663728,Family understand your early her event gas.,7247.46,0.0,4010,Rent Expense
2025-05-24,2025-05-25,REF-507510,Report strong card those agreement.,9513.44,0.0,2000,Accounts Payable
2025-06-08,2025-06-13,REF-600692,Continue that name course mean.,2067.88,0.0,4010,Rent Expense
2025-05-31,2025-06-01,REF-898274,Bad scientist your such role vote foot.,0.0,9163.53,1010,Accounts Receivable
2025-05-21,2025-05-24,REF-515669,Determine rock game writer.,8247.89,0.0,1010,Accounts Receivable
2025-05-31,2025-06-04,REF-29633,Shoulder bed ground project which whose.,0.0,1475.33,4030,Salaries Expense
2025-05-26,2025-05-28,REF-235118,Girl effort spring impact.,0.0,7437.88,4010,Rent Expense
2025-06-07,2025-06-11,REF-896029,Late say important plan sea sport toward carry.,480.97,0.0,1000,Cash
2025-06-01,2025-06-06,REF-19284,Human central he about seven phone do.,7495.85,0.0,4020,Utilities Expense
2025-05-16,2025-05-20,REF-819927,Attorney forward up create sign professor.,9916.22,0.0,1020,Inventory
2025-06-04,2025-06-04,REF-954018,More shake effect doctor them goal.,2163.74,0.0,4010,Rent Expense
2025-06-01,2025-06-02,REF-79931,Town end series require we job agency I.,9195.73,0.0,1010,Accounts Receivable
2025-06-12,2025-06-12,REF-622191,Stay record perhaps summer magazine image care at.,0.0,325.37,2000,Accounts Payable
2025-05-27,2025-05-31,REF-598790,Despite product technology cultural.,0.0,8817.93,4000,Expenses
2025-06-09,2025-06-10,REF-341117,Party military movie movie involve space.,0.0,9596.9,1020,Inventory
2025-05-18,2025-05-23,REF-166354,Population stop field firm.,2737.43,0.0,1000,Cash
2025-05-28,2025-05-31,REF-101969,Exactly rule book.,0.0,3001.12,4020,Utilities Expense
2025-05-24,2025-05-28,REF-686692,Put during yard drop.,8069.48,0.0,4000,Expenses
2025-05-17,2025-05-22,REF-245505,Seven clear sure my campaign own somebody enjoy.,0.0,3468.67,1020,Inventory
2025-05-24,2025-05-25,REF-583831,Note next like TV project instead.,4314.21,0.0,4000,Expenses
2025-05-14,2025-05-19,REF-624536,Thus not have nation likely.,0.0,3040.74,2000,Accounts Payable
2025-05-19,2025-05-24,REF-895523,Station once consumer physical audience.,0.0,3686.44,3000,Revenue
2025-05-19,2025-05-21,REF-40408,Family serious into reality forward often.,3883.84,0.0,4030,Salaries Expense
2025-05-16,2025-05-17,REF-718787,Until sign it spring enjoy exactly main guy.,7234.89,0.0,4030,Salaries Expense
2025-05-29,2025-06-02,REF-409585,Once similar mean reach so race.,3245.1,0.0,4020,Utilities Expense
2025-05-24,2025-05-24,REF-27180,Number employee threat democratic mind.,0.0,2923.6,4000,Expenses
2025-06-09,2025-06-09,REF-44479,At staff allow Republican partner also.,784.92,0.0,1010,Accounts Receivable
2025-05-29,2025-06-03,REF-551001,Big wait structure best man town.,7420.12,0.0,2000,Accounts Payable
2025-05-24,2025-05-26,REF-287986,Role surface radio.,4023.08,0.0,1010,Accounts Receivable
2025-06-06,2025-06-06,REF-529145,Thank spend go director outside student on.,9755.91,0.0,1020,Inventory
2025-06-10,2025-06-15,REF-463653,Organization weight strategy tell might group.,522.33,0.0,5000,Purchases
2025-05-23,2025-05-24,REF-910484,Board us young growth under free write.,5614.81,0.0,5000,Purchases
2025-06-10,2025-06-12,REF-349357,Responsibility defense call debate.,4874.3,0.0,5000,Purchases
2025-05-18,2025-05-21,REF-793355,Choice popular sense room hard newspaper.,692.52,0.0,3000,Revenue
2025-05-21,2025-05-25,REF-485187,Enjoy ground young him often civil special budget.,3756.63,0.0,5000,Purchases
2025-05-29,2025-05-31,REF-417852,Care among little cover.,0.0,3681.37,4020,Utilities Expense
2025-05-24,2025-05-24,REF-468816,Which girl phone information something.,6578.45,0.0,3000,Revenue
2025-05-21,2025-05-22,REF-589092,Adult around sense heavy entire son stand.,1754.56,0.0,1010,Accounts Receivable
2025-05-15,2025-05-17,REF-328194,Beat former practice thousand mind design indicate.,6256.39,0.0,4010,Rent Expense
