transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-06-02,2025-06-06,REF-574781,Someone consider take human.,4499.1,0.0,4010,Rent Expense
2025-05-19,2025-05-20,REF-448734,President authority any stand.,0.0,3447.54,1000,Cash
2025-05-27,2025-05-31,REF-189914,Hundred responsibility purpose field executive fill fly instead.,5242.26,0.0,4020,Utilities Expense
2025-06-11,2025-06-11,REF-600986,Fall letter usually recent dream whole.,0.0,8448.07,4010,Rent Expense
2025-05-18,2025-05-19,REF-533308,White fire alone place ever board for.,0.0,1872.86,3000,Revenue
2025-05-16,2025-05-18,REF-850487,Executive national return reason.,0.0,1151.97,1020,Inventory
2025-05-26,2025-05-27,REF-102555,Idea difficult reflect general.,0.0,1598.96,4020,Utilities Expense
2025-06-07,2025-06-10,REF-670371,Hospital kind bag young.,1925.4,0.0,4030,Salaries Expense
2025-05-18,2025-05-21,REF-450685,Very image adult cost realize information.,8225.48,0.0,5000,Purchases
2025-06-02,2025-06-02,REF-141915,Care close line them walk.,0.0,6664.5,3000,Revenue
2025-05-20,2025-05-21,REF-503520,Choice strong specific so pressure institution.,0.0,1004.6,4000,Expenses
2025-06-12,2025-06-14,REF-532840,Speak cost side detail personal finally born.,0.0,4638.21,1020,Inventory
2025-06-09,2025-06-11,REF-18103,Add arm school wish system.,0.0,551.63,1000,Cash
2025-05-31,2025-06-03,REF-222836,Decision wind add value open community serve.,9349.28,0.0,4020,Utilities Expense
2025-05-20,2025-05-20,REF-605532,Body study consumer teach whether good.,0.0,5042.26,2000,Accounts Payable
2025-05-17,2025-05-18,REF-572631,Buy something ball mission bit son wrong.,0.0,335.82,4020,Utilities Expense
2025-05-24,2025-05-29,REF-625212,Attorney cover rise claim fast short word.,2149.37,0.0,4030,Salaries Expense
2025-05-21,2025-05-23,REF-500050,Trip avoid under his anything pull strategy.,0.0,209.53,2000,Accounts Payable
2025-05-29,2025-05-30,REF-450476,Analysis raise stock bit manager firm.,0.0,6559.31,1010,Accounts Receivable
2025-05-31,2025-06-02,REF-581986,Most bank hospital figure nice consumer.,1883.29,0.0,4020,Utilities Expense
2025-05-21,2025-05-25,REF-953815,Mrs perform between any song Congress.,784.82,0.0,2000,Accounts Payable
2025-05-31,2025-06-04,REF-788230,Forward officer figure particularly.,0.0,8562.33,1000,Cash
2025-06-05,2025-06-08,REF-516099,Face happy especially find.,0.0,6272.45,4030,Salaries Expense
2025-05-18,2025-05-21,REF-727562,Give structure memory professional coach.,3075.89,0.0,4030,Salaries Expense
2025-05-27,2025-05-29,REF-213567,Too south fire science control morning executive.,2315.54,0.0,5000,Purchases
2025-05-15,2025-05-16,REF-407723,Pm campaign little better order.,9481.78,0.0,4020,Utilities Expense
2025-06-05,2025-06-09,REF-155776,Dark report middle wall the when.,1297.37,0.0,2000,Accounts Payable
2025-05-30,2025-06-01,REF-103188,Partner may area country away night administration.,4037.45,0.0,4020,Utilities Expense
2025-05-31,2025-06-04,REF-330045,Less tend late.,0.0,7962.19,1000,Cash
2025-06-08,2025-06-11,REF-239372,Maintain realize happy show activity left school.,9034.24,0.0,4030,Salaries Expense
2025-05-28,2025-05-30,REF-185481,Crime board station.,7931.9,0.0,4030,Salaries Expense
2025-05-30,2025-06-04,REF-844206,Join administration down watch.,0.0,534.64,1010,Accounts Receivable
2025-06-07,2025-06-10,REF-82793,Effect door soon letter language interview member increase.,4960.77,0.0,2000,Accounts Payable
2025-05-14,2025-05-14,REF-508511,Figure film plan bill market very.,4701.36,0.0,4010,Rent Expense
2025-05-14,2025-05-16,REF-103831,Imagine eight themselves water new.,0.0,5818.49,5000,Purchases
2025-05-24,2025-05-28,REF-449299,Development might market suggest central scene space follow.,0.0,7077.16,4030,Salaries Expense
2025-06-11,2025-06-13,REF-576801,News beyond raise product.,8606.01,0.0,2000,Accounts Payable
2025-05-21,2025-05-23,REF-309930,Society west situation key mother event.,0.0,4257.29,1020,Inventory
2025-06-03,2025-06-04,REF-64125,Need at like off feel.,0.0,3163.5,2000,Accounts Payable
2025-06-02,2025-06-04,REF-956617,Day beautiful collection very he fund.,0.0,104.17,1000,Cash
2025-05-16,2025-05-19,REF-29458,Growth our scene beautiful know administration pay.,402.44,0.0,5000,Purchases
2025-06-10,2025-06-13,REF-16096,Force media seem arm stock meet.,2336.7,0.0,4010,Rent Expense
2025-06-04,2025-06-04,REF-157595,Speak particularly necessary group street none executive detail.,3290.26,0.0,1000,Cash
2025-05-21,2025-05-24,REF-460832,Provide trouble key key ready similar growth.,0.0,1432.64,1010,Accounts Receivable
2025-06-11,2025-06-15,REF-111432,Story pretty standard kind traditional bag major.,0.0,8949.29,4020,Utilities Expense
2025-06-02,2025-06-07,REF-432196,Car moment not right policy.,0.0,9960.71,2000,Accounts Payable
2025-05-28,2025-06-01,REF-995565,State series attack note top organization debate deal.,4906.2,0.0,5000,Purchases
2025-05-29,2025-06-02,REF-199844,Kind section good capital miss often suffer.,0.0,4373.37,4030,Salaries Expense
2025-05-31,2025-06-03,REF-44661,Lawyer describe attention degree believe situation.,5181.61,0.0,4020,Utilities Expense
