transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-05-19,2025-05-22,REF-294907,For send soon entire might let.,8671.18,0.0,4020,Utilities Expense
2025-05-19,2025-05-21,REF-29827,Sense hope garden actually task perform color behind.,0.0,4917.77,5000,Purchases
2025-06-01,2025-06-01,REF-239831,Hotel generation partner team.,0.0,8965.57,1000,Cash
2025-05-20,2025-05-24,REF-260273,Order clear financial analysis.,0.0,3219.54,2000,Accounts Payable
2025-06-05,2025-06-09,REF-703482,College spend lose thus school soon.,2556.73,0.0,3000,Revenue
2025-06-06,2025-06-11,REF-325674,Particularly compare become character provide visit.,5155.76,0.0,4000,Expenses
2025-05-27,2025-05-29,REF-113032,Minute single daughter wonder green avoid.,8802.75,0.0,4010,Rent Expense
2025-05-19,2025-05-24,REF-575017,Pressure five set.,1850.42,0.0,3000,Revenue
2025-06-04,2025-06-07,REF-78843,Practice with theory evening.,0.0,1042.74,1010,Accounts Receivable
2025-06-05,2025-06-09,REF-655935,Probably interesting save peace act large education.,2575.31,0.0,4000,Expenses
2025-05-26,2025-05-29,REF-604694,Fire hundred sure keep husband dog quickly.,8170.49,0.0,2000,Accounts Payable
2025-06-11,2025-06-16,REF-830304,Down up beautiful tree manager quality.,2941.53,0.0,1000,Cash
2025-06-06,2025-06-11,REF-59497,Necessary executive reach forward into.,2796.99,0.0,4010,Rent Expense
2025-05-24,2025-05-26,REF-928934,Consider out serve budget professional drug especially.,923.82,0.0,4020,Utilities Expense
2025-05-25,2025-05-25,REF-501082,Hour help many force couple finally drug.,6594.88,0.0,1000,Cash
2025-05-21,2025-05-24,REF-327104,Assume involve there project so.,0.0,8486.75,4020,Utilities Expense
2025-06-01,2025-06-05,REF-976917,Address environmental political reach.,6190.18,0.0,5000,Purchases
2025-05-24,2025-05-26,REF-380250,Appear agent present person plan politics.,0.0,2237.46,4000,Expenses
2025-06-03,2025-06-03,REF-557135,Record song question step.,2020.76,0.0,5000,Purchases
2025-05-19,2025-05-23,REF-715849,Know watch school small challenge.,3591.52,0.0,5000,Purchases
2025-06-07,2025-06-10,REF-863832,Face whole choose clearly discover country.,0.0,7004.63,4020,Utilities Expense
