transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-07-09,2025-07-14,REF-304921,Particularly collection occur sit ever shake animal medical.,0.0,4154.09,4000,Expenses
2025-07-05,2025-07-08,REF-488372,Goal attorney will down quality challenge director up.,3564.27,0.0,1000,Cash
2025-07-10,2025-07-15,REF-710527,Mission former single among worry sport.,532.84,0.0,3000,Revenue
2025-07-24,2025-07-29,REF-396063,Significant media determine already talk.,1704.02,0.0,2000,Accounts Payable
2025-07-23,2025-07-25,REF-587420,Town lot crime community consumer second.,5619.23,0.0,4020,Utilities Expense
2025-07-27,2025-07-30,REF-63606,Hair physical shake occur treatment.,1881.91,0.0,4020,Utilities Expense
2025-07-10,2025-07-14,REF-679066,Also boy minute fast.,0.0,760.0,3000,Revenue
2025-07-26,2025-07-26,REF-782157,Explain lose direction.,0.0,1033.51,4000,Expenses
2025-07-09,2025-07-13,REF-414868,Occur threat cultural knowledge young buy choice difference.,0.0,8015.85,3000,Revenue
2025-07-14,2025-07-14,REF-560892,Measure possible record kid support.,1256.71,0.0,4010,Rent Expense
2025-07-25,2025-07-29,REF-806043,Hit technology pay could number science.,615.46,0.0,1020,Inventory
2025-07-15,2025-07-15,REF-301866,Pretty sell condition industry improve model.,990.22,0.0,4020,Utilities Expense
2025-07-08,2025-07-10,REF-40934,Level yourself summer within fast for.,3488.14,0.0,2000,Accounts Payable
2025-07-23,2025-07-24,REF-891394,Speak bar seat suggest wind law myself.,7673.69,0.0,1010,Accounts Receivable
2025-08-04,2025-08-07,REF-300381,Beyond course himself visit debate.,0.0,9872.64,4000,Expenses
2025-07-22,2025-07-27,REF-298414,Traditional discuss say step.,0.0,2213.07,4010,Rent Expense
2025-07-25,2025-07-27,REF-641455,Boy local environmental light through.,0.0,6369.38,4020,Utilities Expense
2025-07-13,2025-07-15,REF-345928,Establish than matter center many.,5850.58,0.0,2000,Accounts Payable
2025-07-18,2025-07-18,REF-796904,Painting full able foot present look teach.,0.0,1532.21,4030,Salaries Expense
2025-07-31,2025-08-04,REF-604467,Manager notice such sell.,3558.47,0.0,3000,Revenue
2025-07-25,2025-07-26,REF-804919,Drug participant buy research over.,6821.11,0.0,5000,Purchases
2025-07-07,2025-07-12,REF-295420,Professor light hair could through.,8695.14,0.0,5000,Purchases
2025-07-22,2025-07-24,REF-690260,Parent short like.,0.0,8095.28,4020,Utilities Expense
2025-08-02,2025-08-06,REF-843216,Firm understand second.,4835.59,0.0,2000,Accounts Payable
2025-07-16,2025-07-19,REF-162243,Card best order live issue structure head.,0.0,7444.51,1020,Inventory
2025-07-13,2025-07-14,REF-418455,Development family left past fish.,0.0,6412.9,4000,Expenses
2025-07-09,2025-07-14,REF-916285,Part surface kid rate.,0.0,2635.16,4000,Expenses
2025-07-14,2025-07-19,REF-712608,He role walk include network part meeting understand.,0.0,503.2,4020,Utilities Expense
2025-07-07,2025-07-12,REF-836653,All anyone nothing.,0.0,2349.64,4030,Salaries Expense
2025-07-08,2025-07-12,REF-101562,Letter through drug news forget impact production.,4523.42,0.0,4020,Utilities Expense
2025-07-25,2025-07-27,REF-598201,Easy now president list training history four.,9362.36,0.0,1000,Cash
2025-07-21,2025-07-21,REF-272629,Road method series.,0.0,432.53,4030,Salaries Expense
2025-07-09,2025-07-09,REF-946648,Challenge foreign lose also traditional example.,0.0,1688.05,4010,Rent Expense
2025-07-16,2025-07-16,REF-767999,Idea change newspaper authority.,9474.58,0.0,4010,Rent Expense
2025-07-30,2025-07-30,REF-464682,Behavior if staff model often.,0.0,7967.0,4000,Expenses
2025-07-23,2025-07-24,REF-740595,View maintain feel cultural surface stay.,8478.4,0.0,1010,Accounts Receivable
2025-07-09,2025-07-14,REF-803937,Base seat stand stand.,0.0,7053.52,4030,Salaries Expense
2025-07-14,2025-07-15,REF-371852,South seven whether top production alone fear behavior.,0.0,1733.54,2000,Accounts Payable
2025-07-05,2025-07-07,REF-447586,Send hit treat nearly quite.,0.0,5211.04,1020,Inventory
2025-07-05,2025-07-07,REF-361465,Require task class argue.,5124.03,0.0,4000,Expenses
2025-07-31,2025-08-03,REF-563004,Issue tough determine marriage north training.,0.0,8072.97,1000,Cash
2025-07-11,2025-07-16,REF-966426,Institution per institution bit half too mission focus.,0.0,1218.0,1020,Inventory
2025-07-07,2025-07-07,REF-980848,World media what discussion fall perform sound.,4235.28,0.0,1000,Cash
2025-07-30,2025-07-31,REF-212063,Page air stuff argue current else book.,387.46,0.0,1020,Inventory
2025-08-02,2025-08-07,REF-820979,Sister together maintain.,0.0,8661.91,1020,Inventory
2025-07-27,2025-07-30,REF-918593,Able court maybe.,3148.84,0.0,1010,Accounts Receivable
2025-07-20,2025-07-25,REF-204649,Friend environment at sort fight describe federal.,8951.56,0.0,4000,Expenses
2025-07-07,2025-07-12,REF-996124,Action born truth show or.,7669.17,0.0,4030,Salaries Expense
2025-07-08,2025-07-12,REF-727358,Arm expect job single meeting.,3925.09,0.0,5000,Purchases
2025-07-14,2025-07-14,REF-881169,Four important ahead day student.,0.0,9299.43,2000,Accounts Payable
2025-07-19,2025-07-22,REF-973006,Focus nor along five note.,9352.23,0.0,5000,Purchases
2025-07-19,2025-07-21,REF-603611,Eat pass especially various run.,183.06,0.0,5000,Purchases
2025-07-23,2025-07-23,REF-976343,Point over opportunity old.,0.0,658.05,4020,Utilities Expense
2025-08-02,2025-08-02,REF-617337,Public our full effort follow.,0.0,3489.89,4020,Utilities Expense
2025-07-31,2025-08-05,REF-309313,Evidence price something central quickly.,0.0,9862.4,1000,Cash
2025-07-12,2025-07-14,REF-519683,Right customer race nor.,8916.56,0.0,5000,Purchases
2025-07-10,2025-07-12,REF-48296,Likely yes suggest know.,0.0,8099.5,4030,Salaries Expense
2025-07-25,2025-07-29,REF-333570,Spend father join far.,4389.22,0.0,1010,Accounts Receivable
2025-07-31,2025-08-01,REF-386209,Song keep treatment.,0.0,9096.31,2000,Accounts Payable
2025-07-21,2025-07-22,REF-335350,New rate a executive poor question if.,0.0,2138.72,4000,Expenses
2025-07-17,2025-07-19,REF-800671,Enter easy his billion.,0.0,6120.04,4000,Expenses
2025-07-05,2025-07-08,REF-370072,Back officer not thing people time front.,0.0,2227.97,4010,Rent Expense
2025-07-23,2025-07-27,REF-383194,Value position arrive cold.,8035.04,0.0,1020,Inventory
2025-07-28,2025-07-29,REF-775868,Responsibility let general gun stock.,2333.39,0.0,4020,Utilities Expense
2025-07-26,2025-07-26,REF-283723,Yeah part how look.,0.0,361.67,4000,Expenses
2025-07-20,2025-07-25,REF-386065,Brother too apply become describe.,3323.57,0.0,4020,Utilities Expense
2025-08-04,2025-08-05,REF-885147,Suffer international support.,1801.72,0.0,4020,Utilities Expense
2025-07-31,2025-08-01,REF-123430,Training fight management dinner study teach Congress.,7982.9,0.0,2000,Accounts Payable
2025-07-15,2025-07-15,REF-130897,Board range goal.,0.0,8464.86,5000,Purchases
2025-07-16,2025-07-16,REF-520747,Worry visit unit environment ten.,6706.98,0.0,1000,Cash
2025-07-20,2025-07-24,REF-951712,Investment fish use feel out business bill.,0.0,3101.84,3000,Revenue
2025-07-26,2025-07-30,REF-671578,Why thus detail participant behind two increase offer.,0.0,2511.27,2000,Accounts Payable
2025-08-03,2025-08-05,REF-273175,Relate special laugh artist study agree.,0.0,2814.02,5000,Purchases
