transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-07-19,2025-07-23,REF-33182,Moment foot glass remember piece painting.,6969.44,0.0,4000,Expenses
2025-07-08,2025-07-12,REF-27206,Put north some picture.,2681.19,0.0,4020,Utilities Expense
2025-07-13,2025-07-18,REF-963577,Seek top listen.,7828.96,0.0,4020,Utilities Expense
2025-07-12,2025-07-17,REF-532302,Top recognize skill seek quite.,0.0,7931.96,3000,Revenue
2025-07-09,2025-07-11,REF-93406,Out focus material article time.,3677.17,0.0,4000,Expenses
2025-07-02,2025-07-07,REF-856352,Turn effort shoulder customer.,7000.67,0.0,4010,Rent Expense
2025-06-24,2025-06-24,REF-872441,Unit big activity along cut.,8914.38,0.0,4030,Salaries Expense
2025-07-18,2025-07-21,REF-10778,Defense policy sure box report throw third.,2396.48,0.0,1010,Accounts Receivable
2025-07-10,2025-07-13,REF-670203,Area son former.,3121.43,0.0,1010,Accounts Receivable
2025-06-22,2025-06-25,REF-597633,Left push appear rate point.,0.0,1038.11,4030,Salaries Expense
2025-07-20,2025-07-20,REF-204846,Exactly guy degree firm.,3650.01,0.0,4010,Rent Expense
2025-07-11,2025-07-11,REF-112020,Budget know office view activity.,4107.02,0.0,5000,Purchases
2025-07-20,2025-07-23,REF-17100,Mission guess capital dog around whatever.,7332.01,0.0,4010,Rent Expense
2025-07-08,2025-07-08,REF-569342,At spring ago time doctor young one.,0.0,4189.3,4030,Salaries Expense
2025-07-12,2025-07-13,REF-526718,They though color prove.,0.0,4366.27,1000,Cash
2025-06-25,2025-06-30,REF-128358,Collection realize attack stand.,0.0,2197.11,4020,Utilities Expense
2025-07-04,2025-07-05,REF-112167,Draw light decide past story.,5864.47,0.0,2000,Accounts Payable
2025-07-03,2025-07-04,REF-623556,None very event official control drop.,0.0,184.03,3000,Revenue
2025-07-18,2025-07-23,REF-695245,Lot television majority wonder manage likely low.,9761.82,0.0,1000,Cash
2025-06-28,2025-06-29,REF-431846,Able student window culture item account evidence.,0.0,6142.27,3000,Revenue
2025-07-08,2025-07-11,REF-508533,Plant threat she I.,0.0,2135.05,1000,Cash
2025-06-28,2025-07-03,REF-514419,School according with where.,3909.29,0.0,1010,Accounts Receivable
2025-06-25,2025-06-27,REF-726873,Anyone growth place bed goal girl indicate.,8023.43,0.0,1020,Inventory
2025-07-04,2025-07-09,REF-826498,Field work expect already attack.,5821.42,0.0,4030,Salaries Expense
2025-07-13,2025-07-17,REF-632460,Former phone charge record strategy themselves.,0.0,9635.99,4030,Salaries Expense
2025-07-08,2025-07-13,REF-125053,Like most left recently.,0.0,5380.99,1020,Inventory
2025-07-08,2025-07-13,REF-998178,Rather participant animal minute suddenly know car.,1789.89,0.0,4020,Utilities Expense
2025-06-24,2025-06-26,REF-560390,Take main understand and pull skin other.,0.0,9709.03,5000,Purchases
2025-07-21,2025-07-23,REF-694177,Than Mrs prevent.,0.0,4232.48,4010,Rent Expense
2025-07-19,2025-07-21,REF-656138,Say writer dream fill pay majority.,0.0,3341.74,1010,Accounts Receivable
2025-07-16,2025-07-16,REF-378194,Stuff see again go loss.,0.0,5613.4,5000,Purchases
2025-07-16,2025-07-20,REF-432348,Seven notice body top.,0.0,7514.63,4010,Rent Expense
2025-06-25,2025-06-26,REF-279575,Community cause word site stage design.,0.0,6896.23,4020,Utilities Expense
2025-06-24,2025-06-25,REF-786847,Here woman few.,0.0,8870.2,2000,Accounts Payable
2025-07-01,2025-07-06,REF-425528,Up east part lot create.,0.0,5261.0,4000,Expenses
2025-06-22,2025-06-26,REF-189634,Table along technology appear company newspaper trial.,7882.55,0.0,4010,Rent Expense
2025-06-28,2025-06-29,REF-842433,Finish power three.,4290.59,0.0,2000,Accounts Payable
2025-07-17,2025-07-17,REF-588600,Lay day data note particularly who level.,0.0,8366.65,3000,Revenue
2025-06-24,2025-06-24,REF-389136,Congress daughter fill interest will film.,0.0,3295.35,1020,Inventory
2025-07-13,2025-07-15,REF-498148,Practice right where gas Mr.,1558.29,0.0,3000,Revenue
2025-07-14,2025-07-16,REF-157446,Billion follow million office.,6319.2,0.0,4030,Salaries Expense
2025-07-09,2025-07-12,REF-698063,Standard particular require everybody matter fund that.,7707.2,0.0,4010,Rent Expense
2025-06-30,2025-07-01,REF-610200,Buy image song among condition reveal.,0.0,6000.42,1020,Inventory
2025-06-24,2025-06-27,REF-657203,Parent travel magazine economy usually become gas.,2200.85,0.0,4000,Expenses
2025-07-17,2025-07-22,REF-170528,Successful personal reach born require bill but.,0.0,4681.35,1010,Accounts Receivable
2025-06-27,2025-07-02,REF-57705,Real truth together buy author common according strategy.,0.0,5524.71,4000,Expenses
2025-06-24,2025-06-29,REF-300230,Glass together moment serve nor image where.,0.0,1405.48,4020,Utilities Expense
2025-07-19,2025-07-20,REF-61531,Play where activity southern number list accept.,7798.7,0.0,5000,Purchases
2025-06-21,2025-06-25,REF-503646,See argue difference raise wrong tonight.,7214.29,0.0,1020,Inventory
2025-06-22,2025-06-24,REF-143736,Hair today beat ago end work.,0.0,2158.91,4020,Utilities Expense
2025-07-09,2025-07-11,REF-438125,Produce standard forward support none.,0.0,122.65,4020,Utilities Expense
2025-07-11,2025-07-13,REF-216828,Security situation home film finish.,3490.61,0.0,4020,Utilities Expense
2025-06-28,2025-07-02,REF-792281,Season coach officer reflect race.,7669.13,0.0,1000,Cash
2025-06-22,2025-06-26,REF-285770,Kid amount approach size sport.,6050.92,0.0,4010,Rent Expense
2025-07-07,2025-07-10,REF-74176,Serious listen campaign hit identify finally money star.,0.0,3202.1,1020,Inventory
2025-07-05,2025-07-07,REF-94032,Direction church against above.,1432.18,0.0,2000,Accounts Payable
2025-07-01,2025-07-06,REF-539333,Common subject learn view senior foreign.,9349.78,0.0,2000,Accounts Payable
2025-06-22,2025-06-24,REF-83795,Window inside add table single worry before.,5055.96,0.0,1000,Cash
2025-07-05,2025-07-09,REF-582859,Huge sea admit hour experience enjoy school.,0.0,8089.46,5000,Purchases
2025-06-24,2025-06-24,REF-5632,Understand economic book scene.,7071.37,0.0,2000,Accounts Payable
2025-06-23,2025-06-23,REF-101360,Right item front dream top affect entire.,5053.33,0.0,1000,Cash
2025-06-26,2025-06-30,REF-992138,Media maybe during need be.,0.0,3790.09,5000,Purchases
2025-07-13,2025-07-17,REF-523637,Letter care get skin kitchen record art.,4097.5,0.0,4000,Expenses
2025-07-05,2025-07-08,REF-789744,Doctor fight tonight country.,6252.28,0.0,4010,Rent Expense
2025-07-14,2025-07-19,REF-335551,Wall stop single citizen professor somebody hair.,9436.24,0.0,1010,Accounts Receivable
2025-07-11,2025-07-16,REF-466096,Work industry whom politics camera include.,9411.29,0.0,4000,Expenses
2025-06-30,2025-07-01,REF-864543,Help again answer data program own.,9120.22,0.0,1010,Accounts Receivable
2025-06-25,2025-06-25,REF-975705,Senior understand brother resource next.,9780.73,0.0,4010,Rent Expense
2025-06-22,2025-06-24,REF-297672,Figure in politics Mrs where dinner.,0.0,5595.11,4020,Utilities Expense
2025-07-17,2025-07-19,REF-904855,She seven computer audience against population guy.,4024.14,0.0,1010,Accounts Receivable
2025-07-18,2025-07-19,REF-582582,List full talk practice today.,9045.27,0.0,4020,Utilities Expense
2025-06-24,2025-06-29,REF-496780,Deal activity understand person.,3238.86,0.0,4020,Utilities Expense
2025-06-29,2025-07-02,REF-422410,Democratic movement character there collection.,3024.43,0.0,4020,Utilities Expense
2025-06-25,2025-06-27,REF-882528,Business away approach I throughout.,0.0,5267.15,1000,Cash
2025-07-07,2025-07-07,REF-30180,Series thing hundred role better.,7869.42,0.0,4010,Rent Expense
2025-06-27,2025-06-29,REF-783606,Experience understand occur piece compare general military.,5553.66,0.0,4010,Rent Expense
2025-07-17,2025-07-18,REF-236722,Consumer artist perform politics hour growth.,0.0,3833.93,1000,Cash
2025-06-23,2025-06-27,REF-83717,Simple dinner available certainly laugh.,7668.95,0.0,4020,Utilities Expense
2025-07-04,2025-07-08,REF-623174,Similar yes majority several door notice.,0.0,6478.83,1020,Inventory
2025-07-09,2025-07-11,REF-4900,Speak great sing if treatment huge.,0.0,5688.67,1020,Inventory
2025-07-04,2025-07-07,REF-107141,Nearly knowledge spring couple course add.,0.0,2203.7,1010,Accounts Receivable
2025-07-21,2025-07-23,REF-728051,Where child still letter have.,1365.52,0.0,2000,Accounts Payable
2025-07-08,2025-07-08,REF-980737,Movie word blue.,0.0,4309.75,4000,Expenses
2025-06-26,2025-06-28,REF-695325,Price public born movement why door economic.,3912.09,0.0,1000,Cash
2025-06-24,2025-06-24,REF-794112,Knowledge life management sea even room.,0.0,8366.07,3000,Revenue
2025-07-10,2025-07-13,REF-455473,They born you region Republican activity or.,0.0,1434.21,4030,Salaries Expense
2025-06-22,2025-06-22,REF-190187,Within wind process.,4125.13,0.0,4010,Rent Expense
2025-07-14,2025-07-16,REF-99067,Will matter address street official.,0.0,2474.85,1010,Accounts Receivable
2025-07-20,2025-07-22,REF-287715,Student travel hope section they yes east.,0.0,5067.52,4010,Rent Expense
2025-07-10,2025-07-14,REF-194924,Pull buy maintain great popular success.,9600.37,0.0,4010,Rent Expense
2025-06-29,2025-07-01,REF-431457,Son to job item.,2049.3,0.0,4030,Salaries Expense
2025-07-01,2025-07-05,REF-435439,South thus modern world detail.,8975.16,0.0,1020,Inventory
2025-07-09,2025-07-11,REF-709882,Somebody already deal or kid security.,2671.82,0.0,4030,Salaries Expense
2025-07-02,2025-07-05,REF-928690,But week detail throw common practice happy.,2710.92,0.0,5000,Purchases
2025-06-23,2025-06-24,REF-349537,Magazine fly step become painting.,1717.76,0.0,4020,Utilities Expense
2025-07-08,2025-07-09,REF-201456,Bring type ask face nothing bill book.,1521.27,0.0,2000,Accounts Payable
2025-06-25,2025-06-30,REF-261601,Rest least rich identify recognize.,0.0,896.17,4010,Rent Expense
2025-07-07,2025-07-10,REF-553458,No near off past.,7722.92,0.0,4030,Salaries Expense
2025-07-16,2025-07-19,REF-157132,Morning argue southern off executive other party.,0.0,5937.71,4010,Rent Expense
2025-07-17,2025-07-20,REF-186394,Statement position when picture see.,0.0,9564.58,1020,Inventory
