transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-05-15,2025-05-16,REF-99745,Seven method worker rise away.,0.0,680.88,5000,Purchases
2025-06-08,2025-06-13,REF-115533,Few employee teacher party American guess.,0.0,843.96,2000,Accounts Payable
2025-06-11,2025-06-16,REF-850024,Community fear company.,0.0,6180.01,3000,Revenue
2025-05-19,2025-05-23,REF-718244,Foot thank catch yourself.,1855.84,0.0,4010,Rent Expense
2025-05-25,2025-05-29,REF-529088,Gun believe guy big growth mouth.,0.0,8751.19,5000,Purchases
2025-05-20,2025-05-25,REF-514482,Race edge true throw air feeling.,0.0,670.25,5000,Purchases
2025-05-15,2025-05-17,REF-529635,Ago art produce grow investment bring.,0.0,6446.96,5000,Purchases
2025-06-03,2025-06-08,REF-118961,Poor everybody direction college until.,1561.3,0.0,4000,Expenses
2025-06-09,2025-06-09,REF-918717,Affect understand eat season game quickly air.,0.0,3570.61,1020,Inventory
2025-05-17,2025-05-21,REF-642825,Center whether decide alone east challenge.,0.0,9183.66,4030,Salaries Expense
2025-06-07,2025-06-08,REF-648116,Situation traditional away light by.,0.0,3511.32,4000,Expenses
2025-05-27,2025-05-31,REF-879226,Try candidate enjoy face should serious health these.,5712.35,0.0,4030,Salaries Expense
2025-05-31,2025-06-03,REF-410356,Through sister surface Mr who show while fill.,5429.61,0.0,4010,Rent Expense
2025-05-14,2025-05-19,REF-942985,Possible sort popular want hard design.,510.6,0.0,1020,Inventory
2025-05-31,2025-06-05,REF-131602,Population determine sing yeah important teacher check detail.,5563.07,0.0,2000,Accounts Payable
2025-05-19,2025-05-23,REF-812947,Center daughter ahead gun seven top fly.,0.0,9148.4,1010,Accounts Receivable
2025-06-08,2025-06-08,REF-318303,Compare imagine pattern peace fire administration.,7821.72,0.0,3000,Revenue
2025-06-04,2025-06-09,REF-126776,Like business anyone any.,915.99,0.0,4000,Expenses
2025-05-21,2025-05-24,REF-301501,Address box gun job never officer hour.,7712.66,0.0,4030,Salaries Expense
2025-05-14,2025-05-15,REF-843292,Cold fear center drop raise.,7668.83,0.0,1010,Accounts Receivable
2025-05-30,2025-05-31,REF-412807,Money coach instead kid.,0.0,281.77,4000,Expenses
2025-05-21,2025-05-26,REF-892969,Little peace make improve.,7540.96,0.0,4020,Utilities Expense
2025-05-24,2025-05-29,REF-797329,Sister stand minute history coach best.,7779.69,0.0,4020,Utilities Expense
2025-05-31,2025-06-01,REF-207483,Figure oil yard today especially about space base.,648.95,0.0,4030,Salaries Expense
2025-06-07,2025-06-09,REF-374370,Look much memory his plan commercial.,7694.38,0.0,3000,Revenue
